,Movie Name,Movie Rating,Genres,Release,Runtime,Director,Movie Link
874,Star Wars: The Force Awakens,73.0,"Comedy, Horror
",        10/16/1998       ,1h 29m,Ronny Yu,https://www.themoviedb.org/movie/140607
875,Black Fox,70,"Thriller, Horror
",        09/10/2020       ,1h 38m,John Hyams,https://www.themoviedb.org/movie/609202
876,Fatherhood,76.0,"Thriller, Drama
",        07/15/2010       ,1h 36m,Paul Scheuring,https://www.themoviedb.org/movie/607259
877,The Invisible Thread,67.0,"Comedy, Romance
",        02/10/2022       ,1h 57m,Jason Orley,https://www.themoviedb.org/movie/879440
878,Insidious,69.0,"Animation, Family, Fantasy, Adventure
",        08/17/2012       ,1h 32m,Peggy Holmes,https://www.themoviedb.org/movie/49018
879,Spoiled Brats,62.0,"Drama, Crime
",        12/25/2002       ,2h 21m,Steven Spielberg,https://www.themoviedb.org/movie/671043
880,Final Destination 2,62.0,"Action, Adventure, Animation, Comedy, Family
",        01/29/2016       ,1h 35m,Alessandro Carloni,https://www.themoviedb.org/movie/9358
881,The Purge,63.0,"Animation, Adventure, Family, Fantasy, Comedy, Action
",        03/22/2013       ,1h 38m,Kirk DeMicco,https://www.themoviedb.org/movie/158015
882,17 Again,63.0,"Animation, Family
",        09/19/2006       ,1h 23m,Greg Richardson,https://www.themoviedb.org/movie/16996
883,I Am Legend,72.0,"Fantasy, Animation, Comedy
",        07/10/2015       ,1h 29m,Tian Xiao Peng,https://www.themoviedb.org/movie/6479
884,Terminator: Dark Fate,65.0,"Drama, Mystery
",        10/25/2018       ,1h 37m,Perry Lang,https://www.themoviedb.org/movie/290859
885,Beauty and the Beast,70,"Thriller, Mystery, Science Fiction
",        04/29/2011       ,1h 45m,Neil Burger,https://www.themoviedb.org/movie/321612
886,Bad Lieutenant: Port of Call - New Orleans,61.0,"Family, Animation, Comedy, Fantasy, Adventure, Music
",        03/11/2020       ,1h 30m,David P. Smith,https://www.themoviedb.org/movie/11699
887,Wrong Turn 4: Bloody Beginnings,57.0,"Crime, Drama, Thriller, Action
",        04/09/2021       ,2h 11m,Park Hoon-jung,https://www.themoviedb.org/movie/71672
888,Dragon Ball Z: Lord Slug,64.0,"Adventure, Fantasy, Action
",        08/19/2011       ,1h 53m,Marcus Nispel,https://www.themoviedb.org/movie/39102
889,Bride of Chucky,59.0,"Comedy
",        10/24/2003       ,1h 24m,David Zucker,https://www.themoviedb.org/movie/11932
890,Alone,62.0,"Comedy
",        07/15/2021       ,1h 26m,Raúl Martínez,https://www.themoviedb.org/movie/509635
891,The Experiment,64.0,"Animation, Action, Science Fiction, Drama, Fantasy
",        10/17/1990       ,48m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/43549
892,I Want You Back,63.0,"Horror, Comedy
",        07/01/2021       ,1h 37m,Josh Ruben,https://www.themoviedb.org/movie/680860
893,Secret of the Wings,71.0,"Action, Horror, Thriller
",        07/15/2020       ,1h 56m,Yeon Sang-ho,https://www.themoviedb.org/movie/75258
894,Catch Me If You Can,80,"Family, Fantasy, Comedy, Animation
",        07/13/2018       ,1h 37m,Genndy Tartakovsky,https://www.themoviedb.org/movie/640
895,Kung Fu Panda 3,69.0,"Horror
",        04/29/2021       ,1h 37m,Christopher Smith,https://www.themoviedb.org/movie/140300
896,The Croods,69.0,"Thriller, TV Movie
",        05/11/2021       ,2h,David Winning,https://www.themoviedb.org/movie/49519
897,Barbie in The 12 Dancing Princesses,77.0,"Crime, Action, Drama, Thriller
",        02/05/1993       ,3h 10m,Taylor Hackford,https://www.themoviedb.org/movie/13002
898,Monkey King: Hero Is Back,70,"Action, Science Fiction, Drama
",        08/01/2013       ,2h 7m,Bong Joon-ho,https://www.themoviedb.org/movie/351694
899,An Interview with God,70,"Documentary
",        03/30/2022       ,1h 42m,Jaime Barbosa,https://www.themoviedb.org/movie/534338
900,Limitless,72.0,"Horror, Mystery, Crime
",        10/29/2004       ,1h 43m,James Wan,https://www.themoviedb.org/movie/51876
901,Trolls World Tour,74.0,"Comedy
",        08/12/1976       ,1h 28m,Gianfranco Baldanello,https://www.themoviedb.org/movie/446893
902,Night in Paradise,70,"Action, Thriller
",        07/28/2021       ,1h 31m,Daniel Markowicz,https://www.themoviedb.org/movie/606523
903,Conan the Barbarian,53.0,"Action, Comedy, Science Fiction
",        08/07/2015       ,1h 45m,Chris Columbus,https://www.themoviedb.org/movie/37430
904,Scary Movie 3,60,"Drama, Action
",        09/09/2011       ,2h 20m,Gavin O'Connor,https://www.themoviedb.org/movie/4256
905,El mesero,81.0,"Romance, Drama
",        03/29/2019       ,1h 56m,Justin Baldoni,https://www.themoviedb.org/movie/678580
906,Dragon Ball Z: Bardock - The Father of Goku,75.0,"Drama, Crime, Thriller
",        03/24/2010       ,1h 57m,Richard Berry,https://www.themoviedb.org/movie/39323
907,Werewolves Within,62.0,"Action, Western, Drama, Fantasy, Thriller
",        06/18/2010       ,1h 21m,Jimmy Hayward,https://www.themoviedb.org/movie/800497
908,Peninsula,69.0,"Action, Drama, Science Fiction
",        05/16/2014       ,2h 3m,Gareth Edwards,https://www.themoviedb.org/movie/581392
909,Hotel Transylvania 3: Summer Vacation,69.0,"Action, Mystery, Thriller
",        02/18/2011       ,1h 53m,Jaume Collet-Serra,https://www.themoviedb.org/movie/400155
910,The Banishing,55.0,"Animation, Comedy, Family, Adventure
",        12/24/1970       ,1h 18m,Wolfgang Reitherman,https://www.themoviedb.org/movie/573680
911,Infidelity in Suburbia,62.0,"Fantasy, Action, Adventure, Science Fiction
",        04/12/2019       ,2h 1m,Neil Marshall,https://www.themoviedb.org/movie/451156
912,Bound by Honor,81.0,"Action, Thriller
",        01/25/2008       ,1h 32m,Sylvester Stallone,https://www.themoviedb.org/movie/9702
913,Snowpiercer,69.0,"Horror, Drama, Science Fiction
",        05/06/2018       ,1h 31m,John Krasinski,https://www.themoviedb.org/movie/110415
914,Broken Idol: The Undoing of Diomedes Díaz,70,"Horror
",        11/08/1988       ,1h 27m,Tom Holland,https://www.themoviedb.org/movie/950511
915,Saw,74.0,"Thriller, Crime
",        06/07/2013       ,1h 56m,Louis Leterrier,https://www.themoviedb.org/movie/176
916,Che dottoressa ragazzi!,55.0,"Family, Adventure, Animation, Fantasy, Science Fiction
",        07/16/2016       ,1h 37m,Kunihiko Yuyama,https://www.themoviedb.org/movie/354278
917,Bartkowiak,62.0,"Action, Adventure
",        07/25/2014       ,1h 39m,Brett Ratner,https://www.themoviedb.org/movie/809968
918,Pixels,57.0,"Adventure, Comedy, Science Fiction
",        06/03/2011       ,1h 44m,Greg Mottola,https://www.themoviedb.org/movie/257344
919,Warrior,78.0,"Animation, War, Science Fiction
",        04/27/2021       ,1h 24m,Jeff Wamester,https://www.themoviedb.org/movie/59440
920,Five Feet Apart,83.0,"Animation, Action, Adventure, Fantasy, Romance, Science Fiction
",        02/18/2017       ,1h 59m,Tomohiko Ito,https://www.themoviedb.org/movie/527641
921,22 Bullets,66.0,"Crime, Action, Comedy
",        04/26/2013       ,2h 10m,Michael Bay,https://www.themoviedb.org/movie/37645
922,Jonah Hex,49.0,"Horror
",        10/17/2003       ,1h 38m,Marcus Nispel,https://www.themoviedb.org/movie/20533
923,Godzilla,63.0,"Family, Music, Adventure, Comedy, Fantasy, TV Movie
",        07/31/2015       ,1h 52m,Kenny Ortega,https://www.themoviedb.org/movie/124905
924,Unknown,67.0,"Animation, Family
",        07/23/2020       ,1h 29m,Ahn Byoung-wook,https://www.themoviedb.org/movie/48138
925,The Aristocats,73.0,"Action, Thriller, Science Fiction
",        08/24/1991       ,2h 17m,James Cameron,https://www.themoviedb.org/movie/10112
926,Hellboy,55.0,"Horror, Mystery
",        11/03/2005       ,1h 41m,Luis de la Madrid,https://www.themoviedb.org/movie/456740
927,Rambo,66.0,"Action, Mystery, Thriller
",        07/23/2010       ,1h 40m,Phillip Noyce,https://www.themoviedb.org/movie/7555
928,A Quiet Place,74.0,"Action, Adventure, Fantasy
",        02/03/2017       ,1h 43m,Zhang Yimou,https://www.themoviedb.org/movie/447332
929,Beautiful Sisters: Flesh Slave,42.0,"Action, Science Fiction
",        03/30/1999       ,2h 16m,Lana Wachowski,https://www.themoviedb.org/movie/340553
930,Child's Play,66.0,"Action, Animation, Comedy, Family, Adventure
",        06/30/2017       ,1h 36m,Kyle Balda,https://www.themoviedb.org/movie/10585
931,Now You See Me,74.0,"Science Fiction, Fantasy, Action
",        02/28/2015       ,2h 7m,Lana Wachowski,https://www.themoviedb.org/movie/75656
932,Pokémon the Movie: Volcanion and the Mechanical Marvel,66.0,"Comedy
",        11/16/2018       ,1h 32m,Luis Eduardo Reyes,https://www.themoviedb.org/movie/382190
933,Hercules,57.0,"Action, Adventure, Comedy, Drama, Fantasy, Animation
",        08/01/2009       ,1h 35m,Masahiko Murata,https://www.themoviedb.org/movie/184315
934,Paul,67.0,"Drama
",        01/15/1985       ,1h 9m,Shōgorō Nishimura,https://www.themoviedb.org/movie/39513
935,Justice Society: World War II,76.0,"Romance, Drama
",        10/23/2020       ,2h 3m,Takahiro Miki,https://www.themoviedb.org/movie/736069
936,Sword Art Online: The Movie – Ordinal Scale,77.0,"Thriller, Comedy, Crime, Action
",        08/25/2017       ,1h 58m,Patrick Hughes,https://www.themoviedb.org/movie/413594
937,Pain & Gain,62.0,"Science Fiction
",        09/11/2009       ,1h 52m,Neill Blomkamp,https://www.themoviedb.org/movie/134374
938,The Texas Chainsaw Massacre,62.0,"Adventure, Fantasy, Action
",        01/07/2011       ,1h 35m,Dominic Sena,https://www.themoviedb.org/movie/9373
939,Descendants,71.0,"Crime, Action, Thriller
",        05/20/2011       ,1h 37m,Elliott Lester,https://www.themoviedb.org/movie/277217
940,The Larva Island Movie,73.0,"Comedy, Crime, Mystery
",        11/27/2019       ,2h 11m,Rian Johnson,https://www.themoviedb.org/movie/718867
941,Terminator 2: Judgment Day,81.0,"Fantasy, Romance, Comedy
",        09/03/2021       ,1h 53m,Kay Cannon,https://www.themoviedb.org/movie/280
942,The Nun,55.0,"Animation, Science Fiction
",        06/29/2019       ,1h 15m,Atsuya Uki,https://www.themoviedb.org/movie/42968
943,Salt,64.0,"Action, Animation, Fantasy
",        06/21/2014       ,1h 33m,Keiichi Sato,https://www.themoviedb.org/movie/27576
944,The Great Wall,60,"Horror, Thriller
",        11/08/2019       ,2h 32m,Mike Flanagan,https://www.themoviedb.org/movie/311324
945,The Matrix,82.0,"Animation, Mystery, Action, Crime
",        07/27/2021       ,1h 27m,Chris Palmer,https://www.themoviedb.org/movie/603
946,Despicable Me 3,64.0,"Animation, Family, Adventure, Fantasy
",        03/14/2006       ,1h 15m,William Lau,https://www.themoviedb.org/movie/324852
947,Jupiter Ascending,54.0,"Action, Thriller
",        09/26/2008       ,1h 34m,Pierre Morel,https://www.themoviedb.org/movie/76757
948,Crazy About Work,77.0,"Thriller, Crime, Horror
",        06/17/2010       ,1h 48m,Steven R. Monroe,https://www.themoviedb.org/movie/554581
949,Naruto Shippuden the Movie: The Will of Fire,73.0,"Adventure, Action, Science Fiction, Thriller
",        10/01/2009       ,1h 37m,John Hyams,https://www.themoviedb.org/movie/36728
950,High School Teacher: Maturing,64.0,"Documentary
",        03/17/2009       ,1h 45m,Fabian Burstein,https://www.themoviedb.org/movie/630639
951,Your Eyes Tell,86.0,"Romance, Comedy
",        09/16/2021       ,1h 53m,Claudio Norza,https://www.themoviedb.org/movie/730154
952,The Hitman's Bodyguard,69.0,"War, Action, History, Thriller, Drama
",        01/15/2016       ,2h 24m,Michael Bay,https://www.themoviedb.org/movie/390043
953,District 9,74.0,"Mystery, Thriller, Action, Crime
",        04/29/2022       ,1h 54m,Martin Campbell,https://www.themoviedb.org/movie/17654
954,Season of the Witch,54.0,"Thriller, Crime, Action
",        01/30/2015       ,1h 32m,Simon West,https://www.themoviedb.org/movie/23047
955,Blitz,61.0,"Fantasy, Adventure, Animation, Family
",        04/16/2010       ,1h 38m,Chris Sanders,https://www.themoviedb.org/movie/55846
956,Marvel Studios: Assembled – The Making of Moon Knight,0,"Animation, Family, Fantasy
",        06/26/2020       ,1h 36m,Alexs Stadermann,https://www.themoviedb.org/movie/964943
957,Knives Out,79.0,"Horror, Mystery
",        08/12/2011       ,1h 32m,Steven Quale,https://www.themoviedb.org/movie/546554
958,Cinderella,65.0,"Horror, Thriller
",        08/29/2014       ,1h 33m,John Erick Dowdle,https://www.themoviedb.org/movie/593910
959,Cencoroll Connect,70,"Action, Adventure, Science Fiction
",        03/21/2014       ,2h 19m,Neil Burger,https://www.themoviedb.org/movie/539140
960,Saint Seiya: Legend of Sanctuary,64.0,"Animation, Comedy, Adventure, Family
",        08/14/2019       ,1h 37m,Thurop Van Orman,https://www.themoviedb.org/movie/287590
961,Doctor Sleep,72.0,"Action, Drama
",        03/06/1992       ,1h 41m,Rowdy Herrington,https://www.themoviedb.org/movie/501170
962,"Batman: The Long Halloween, Part Two",77.0,"Thriller
",        04/08/2021       ,1h 30m,Anton Sigurðsson,https://www.themoviedb.org/movie/736074
963,Barbie Fairytopia: Mermaidia,68.0,"Science Fiction, Action, Adventure
",        12/15/2017       ,2h 32m,Rian Johnson,https://www.themoviedb.org/movie/13285
964,Taken,74.0,"Animation, Family, Science Fiction, Fantasy
",        08/08/2014       ,1h 30m,Ryuichi Yagi,https://www.themoviedb.org/movie/8681
965,I Spit on Your Grave,65.0,"Drama
",        11/21/1976       ,2h,John G. Avildsen,https://www.themoviedb.org/movie/43947
966,Universal Soldier: Regeneration,56.0,"Comedy, Horror
",        10/27/2009       ,1h 30m,Bo Zenga,https://www.themoviedb.org/movie/28510
967,Porno Unplugged,63.0,"Romance, Comedy
",        01/29/2016       ,1h 32m,Michael Tiddes,https://www.themoviedb.org/movie/61927
968,Still Out of My League,67.0,"Adventure, Action, Horror
",        08/10/2012       ,1h 23m,Sid Bennett,https://www.themoviedb.org/movie/790523
969,13 Hours: The Secret Soldiers of Benghazi,73.0,"Thriller, Crime
",        05/27/2021       ,2h 5m,Martin Zandvliet,https://www.themoviedb.org/movie/300671
970,Memory,65.0,"Drama
",        10/21/2016       ,1h 52m,Brian Baugh,https://www.themoviedb.org/movie/818397
971,Wild Card,56.0,"Action, Adventure, Thriller
",        08/15/2014       ,2h 6m,Patrick Hughes,https://www.themoviedb.org/movie/265208
972,How to Train Your Dragon,78.0,"Animation, Family, Comedy, Fantasy
",        11/09/2018       ,1h 25m,Scott Mosier,https://www.themoviedb.org/movie/10191
973,100% Wolf,59.0,"Action, Comedy, Thriller
",        06/16/2021       ,1h 57m,Patrick Hughes,https://www.themoviedb.org/movie/520946
974,Final Destination 5,60,"Action, Crime, Drama, Thriller
",        06/29/2018       ,2h 2m,Stefano Sollima,https://www.themoviedb.org/movie/55779
975,365 Days,46.0,"Comedy, Romance
",        07/09/1999       ,1h 35m,Paul Weitz,https://www.themoviedb.org/movie/530581
976,"As Above, So Below",67.0,"Horror
",        04/15/2021       ,1h 26m,Mauro Iván Ojeda,https://www.themoviedb.org/movie/256274
977,Divergent,69.0,"Science Fiction, Action, Adventure, Comedy, Horror
",        09/14/2018       ,1h 47m,Shane Black,https://www.themoviedb.org/movie/157350
978,The Angry Birds Movie 2,72.0,"Mystery, Science Fiction, Thriller
",        11/06/2009       ,1h 38m,Olatunde Osunsanmi,https://www.themoviedb.org/movie/454640
979,Gladiator,75.0,"Thriller, Horror
",        09/05/2014       ,1h 28m,Casey La Scala,https://www.themoviedb.org/movie/16219
980,Women,57.0,"Horror, Thriller, Action
",        07/23/2021       ,2h 1m,Peter Thorwarth,https://www.themoviedb.org/movie/719164
981,Star Wars: The Last Jedi,69.0,"Horror, Comedy
",        10/18/2019       ,1h 39m,Ruben Fleischer,https://www.themoviedb.org/movie/181808
982,Stand by Me Doraemon,73.0,"Thriller
",        05/14/2021       ,1h 40m,Taylor Sheridan,https://www.themoviedb.org/movie/265712
983,Rocky,78.0,"Comedy, Drama
",        06/05/1998       ,1h 43m,Peter Weir,https://www.themoviedb.org/movie/1366
984,Stan Helsing,43.0,"Comedy
",        08/13/2014       ,1h 44m,Luke Greenfield,https://www.themoviedb.org/movie/23988
985,Fifty Shades of Black,49.0,"Comedy, Family, Adventure, Romance
",        10/03/2008       ,1h 31m,Raja Gosnell,https://www.themoviedb.org/movie/351819
986,The Dinosaur Project,55.0,"Family, Animation, Romance, Fantasy
",        02/23/2002       ,1h 14m,John Kafka,https://www.themoviedb.org/movie/119698
987,The Marco Effect,62.0,"Family, Adventure, Animation, Action, Fantasy
",        07/18/2015       ,1h 13m,Kunihiko Yuyama,https://www.themoviedb.org/movie/659940
988,I'm Not Ashamed,75.0,"Horror
",        09/22/2000       ,1h 38m,James Wong,https://www.themoviedb.org/movie/409502
989,The Expendables 3,62.0,"Drama
",        12/25/2021       ,1h 52m,Andrew Erwin,https://www.themoviedb.org/movie/138103
990,The Grinch,68.0,"Action, Adventure, Comedy, Family, Science Fiction
",        07/25/2003       ,1h 24m,Robert Rodriguez,https://www.themoviedb.org/movie/360920
991,Hitman's Wife's Bodyguard,68.0,"Adventure, Animation, Comedy, Family
",        04/10/2014       ,1h 41m,Carlos Saldanha,https://www.themoviedb.org/movie/522931
